timest,station,param,level,station_name,longitude,latitude,param_name
2016-01-28 15:00:00,2,11,-9.12,Nadezhda,23.310972,42.732292,Temperature
2018-02-19 01:00:00,4,4,0.45,Pavlovo,23.268403,42.669797,CO
2017-12-16 12:00:00,5,7,48.01,Kopitoto,23.268403,42.669797,Humidity
2016-10-26 17:00:00,4,2,16.16,Pavlovo,23.268403,42.669797,NO
2017-06-25 14:00:00,5,0,22.55,Kopitoto,23.268403,42.669797,Particulate matter
2016-12-13 06:00:00,5,6,1.36,Kopitoto,23.268403,42.669797,SO2
2018-05-15 12:00:00,4,6,2.27,Pavlovo,23.268403,42.669797,SO2
2017-02-22 03:00:00,6,2,3.41,Mladost,23.383271,42.655488,NO
2018-02-02 22:00:00,3,0,9.8,Krasno selo,23.400164,42.666508,Particulate matter
2018-03-18 11:00:00,5,1,2.89,Kopitoto,23.268403,42.669797,NO2
2017-08-04 19:00:00,4,0,19.6,Pavlovo,23.268403,42.669797,Particulate matter
2017-11-28 21:00:00,1,8,944.1,Druzhba,23.400164,42.666508,Atmospheric pressure
2017-09-26 15:00:00,5,8,868.57,Kopitoto,23.268403,42.669797,Atmospheric pressure
2017-02-05 06:00:00,1,0,39.23,Druzhba,23.400164,42.666508,Particulate matter
2017-03-20 19:00:00,3,8,927.61,Krasno selo,23.400164,42.666508,Atmospheric pressure
2016-04-14 20:00:00,5,3,0.11,Kopitoto,23.268403,42.669797,C6H6
2017-09-15 12:00:00,5,11,0.0,Kopitoto,23.268403,42.669797,Temperature
2018-01-23 19:00:00,4,0,43.37,Pavlovo,23.268403,42.669797,Particulate matter
2017-02-03 02:00:00,6,4,2.79,Mladost,23.383271,42.655488,CO
2016-12-03 23:00:00,1,1,49.29,Druzhba,23.400164,42.666508,NO2
2016-02-10 20:00:00,6,4,0.44,Mladost,23.383271,42.655488,CO
2017-05-30 16:00:00,1,6,9.79,Druzhba,23.400164,42.666508,SO2
2016-12-27 09:00:00,1,10,12.75,Druzhba,23.400164,42.666508,Sun radiation
2017-05-18 09:00:00,3,4,0.13,Krasno selo,23.400164,42.666508,CO
2017-04-23 00:00:00,3,10,0.0,Krasno selo,23.400164,42.666508,Sun radiation
2016-08-13 05:00:00,3,4,0.28,Krasno selo,23.400164,42.666508,CO
2018-01-26 14:00:00,3,1,151.2,Krasno selo,23.400164,42.666508,NO2
2017-12-30 13:00:00,4,3,0.31,Pavlovo,23.268403,42.669797,C6H6
2017-11-12 01:00:00,4,5,1.26,Pavlovo,23.268403,42.669797,O3
2017-12-16 06:00:00,3,9,3.18,Krasno selo,23.400164,42.666508,Wind
2018-06-06 12:00:00,6,9,2.27,Mladost,23.383271,42.655488,Wind
2016-11-16 08:00:00,3,7,84.47,Krasno selo,23.400164,42.666508,Humidity
2018-02-02 11:00:00,1,6,7.92,Druzhba,23.400164,42.666508,SO2
2017-10-20 21:00:00,1,1,55.2,Druzhba,23.400164,42.666508,NO2
2016-12-18 20:00:00,4,2,5.43,Pavlovo,23.268403,42.669797,NO
2016-02-09 09:00:00,5,3,0.11,Kopitoto,23.268403,42.669797,C6H6
2018-06-12 04:00:00,2,5,3.76,Nadezhda,23.310972,42.732292,O3
2017-07-31 20:00:00,3,11,0.0,Krasno selo,23.400164,42.666508,Temperature
2018-05-05 08:00:00,1,5,71.5,Druzhba,23.400164,42.666508,O3
2016-09-14 06:00:00,4,8,939.13,Pavlovo,23.268403,42.669797,Atmospheric pressure
2017-04-26 10:00:00,3,4,0.51,Krasno selo,23.400164,42.666508,CO
2016-10-27 14:00:00,2,0,30.54,Nadezhda,23.310972,42.732292,Particulate matter
2016-03-19 00:00:00,3,5,44.36,Krasno selo,23.400164,42.666508,O3
2016-10-29 05:00:00,2,10,1.32,Nadezhda,23.310972,42.732292,Sun radiation
2016-03-14 10:00:00,5,2,2.45,Kopitoto,23.268403,42.669797,NO
2017-02-26 18:00:00,2,6,11.55,Nadezhda,23.310972,42.732292,SO2
2016-05-28 15:00:00,3,6,8.43,Krasno selo,23.400164,42.666508,SO2
2018-05-31 05:00:00,4,10,0.0,Pavlovo,23.268403,42.669797,Sun radiation
2017-09-10 01:00:00,2,9,0.72,Nadezhda,23.310972,42.732292,Wind
2017-09-02 05:00:00,1,11,16.13,Druzhba,23.400164,42.666508,Temperature
2016-10-23 23:00:00,5,5,55.18,Kopitoto,23.268403,42.669797,O3
2018-06-02 09:00:00,2,1,27.34,Nadezhda,23.310972,42.732292,NO2
2016-11-24 00:00:00,6,4,0.84,Mladost,23.383271,42.655488,CO
2016-04-05 02:00:00,3,0,58.55,Krasno selo,23.400164,42.666508,Particulate matter
2018-02-13 03:00:00,3,11,-0.84,Krasno selo,23.400164,42.666508,Temperature
2016-03-29 07:00:00,2,2,29.47,Nadezhda,23.310972,42.732292,NO
2016-06-14 00:00:00,6,4,0.43,Mladost,23.383271,42.655488,CO
2016-06-08 22:00:00,1,2,0.79,Druzhba,23.400164,42.666508,NO
2017-12-13 23:00:00,4,11,6.16,Pavlovo,23.268403,42.669797,Temperature
2016-11-01 02:00:00,2,5,63.0,Nadezhda,23.310972,42.732292,O3
2017-01-17 13:00:00,2,0,45.0,Nadezhda,23.310972,42.732292,Particulate matter
2017-10-14 23:00:00,5,9,0.0,Kopitoto,23.268403,42.669797,Wind
2016-04-19 14:00:00,1,0,52.5,Druzhba,23.400164,42.666508,Particulate matter
2017-11-03 06:00:00,4,11,-2.61,Pavlovo,23.268403,42.669797,Temperature
2017-11-11 17:00:00,6,4,0.32,Mladost,23.383271,42.655488,CO
2018-05-02 04:00:00,5,5,98.2,Kopitoto,23.268403,42.669797,O3
2016-11-16 20:00:00,5,10,43.59,Kopitoto,23.268403,42.669797,Sun radiation
2016-11-19 15:00:00,4,5,42.26,Pavlovo,23.268403,42.669797,O3
2017-01-16 22:00:00,1,5,41.1,Druzhba,23.400164,42.666508,O3
2017-04-28 09:00:00,5,4,0.17,Kopitoto,23.268403,42.669797,CO
2016-11-03 11:00:00,5,10,172.87,Kopitoto,23.268403,42.669797,Sun radiation
2017-01-12 12:00:00,1,3,14.91,Druzhba,23.400164,42.666508,C6H6
2017-01-30 17:00:00,3,6,49.21,Krasno selo,23.400164,42.666508,SO2
2018-01-18 04:00:00,2,6,2.16,Nadezhda,23.310972,42.732292,SO2
2017-01-18 08:00:00,5,4,0.77,Kopitoto,23.268403,42.669797,CO
2018-05-08 19:00:00,5,4,0.31,Kopitoto,23.268403,42.669797,CO
2017-01-24 14:00:00,5,10,224.85,Kopitoto,23.268403,42.669797,Sun radiation
2016-06-06 07:00:00,4,0,17.08,Pavlovo,23.268403,42.669797,Particulate matter
2016-02-23 13:00:00,3,3,3.98,Krasno selo,23.400164,42.666508,C6H6
2018-04-24 01:00:00,3,0,30.05,Krasno selo,23.400164,42.666508,Particulate matter
2018-02-28 12:00:00,6,11,-6.54,Mladost,23.383271,42.655488,Temperature
2018-01-14 15:00:00,5,6,5.4,Kopitoto,23.268403,42.669797,SO2
2016-11-28 03:00:00,5,11,4.05,Kopitoto,23.268403,42.669797,Temperature
2016-04-06 02:00:00,4,10,20.69,Pavlovo,23.268403,42.669797,Sun radiation
2016-07-15 06:00:00,2,7,78.33,Nadezhda,23.310972,42.732292,Humidity
2018-01-24 14:00:00,5,7,75.0,Kopitoto,23.268403,42.669797,Humidity
2017-05-10 23:00:00,6,2,2.89,Mladost,23.383271,42.655488,NO
2017-08-30 23:00:00,5,4,0.58,Kopitoto,23.268403,42.669797,CO
2017-03-01 09:00:00,6,10,240.0,Mladost,23.383271,42.655488,Sun radiation
2018-03-01 19:00:00,1,7,38.53,Druzhba,23.400164,42.666508,Humidity
2017-12-23 23:00:00,4,7,71.64,Pavlovo,23.268403,42.669797,Humidity
2016-06-18 10:00:00,3,6,0.79,Krasno selo,23.400164,42.666508,SO2
2016-07-29 21:00:00,1,5,45.71,Druzhba,23.400164,42.666508,O3
2016-11-15 21:00:00,5,0,15.19,Kopitoto,23.268403,42.669797,Particulate matter
2016-11-20 00:00:00,3,9,0.42,Krasno selo,23.400164,42.666508,Wind
2016-05-27 02:00:00,4,11,13.6,Pavlovo,23.268403,42.669797,Temperature
2018-03-16 21:00:00,2,11,13.68,Nadezhda,23.310972,42.732292,Temperature
2017-04-25 18:00:00,5,0,16.58,Kopitoto,23.268403,42.669797,Particulate matter
2016-04-20 07:00:00,1,0,25.41,Druzhba,23.400164,42.666508,Particulate matter
2016-09-01 02:00:00,1,5,37.16,Druzhba,23.400164,42.666508,O3
2017-04-10 22:00:00,6,0,19.66,Mladost,23.383271,42.655488,Particulate matter
2017-04-30 11:00:00,5,8,858.76,Kopitoto,23.268403,42.669797,Atmospheric pressure
2017-10-18 04:00:00,1,3,0.97,Druzhba,23.400164,42.666508,C6H6
2018-05-20 00:00:00,1,10,0.0,Druzhba,23.400164,42.666508,Sun radiation
2018-05-11 13:00:00,1,2,1.04,Druzhba,23.400164,42.666508,NO
2017-03-24 14:00:00,5,8,868.57,Kopitoto,23.268403,42.669797,Atmospheric pressure
2018-03-24 13:00:00,5,10,165.79,Kopitoto,23.268403,42.669797,Sun radiation
2016-11-10 18:00:00,6,9,0.93,Mladost,23.383271,42.655488,Wind
2017-06-25 03:00:00,1,9,0.0,Druzhba,23.400164,42.666508,Wind
2016-08-16 16:00:00,2,5,90.64,Nadezhda,23.310972,42.732292,O3
2016-12-02 22:00:00,1,9,3.37,Druzhba,23.400164,42.666508,Wind
2018-06-11 23:00:00,3,0,24.94,Krasno selo,23.400164,42.666508,Particulate matter
2017-03-09 00:00:00,6,7,87.95,Mladost,23.383271,42.655488,Humidity
2017-12-01 11:00:00,6,3,5.07,Mladost,23.383271,42.655488,C6H6
2018-01-11 17:00:00,4,1,46.02,Pavlovo,23.268403,42.669797,NO2
2017-08-08 08:00:00,1,6,5.34,Druzhba,23.400164,42.666508,SO2
2018-03-21 01:00:00,1,11,4.26,Druzhba,23.400164,42.666508,Temperature
2017-08-15 14:00:00,5,6,5.85,Kopitoto,23.268403,42.669797,SO2
2016-10-01 08:00:00,6,4,0.41,Mladost,23.383271,42.655488,CO
2018-05-19 07:00:00,2,2,18.24,Nadezhda,23.310972,42.732292,NO
2017-08-25 01:00:00,3,9,0.28,Krasno selo,23.400164,42.666508,Wind
2018-04-09 15:00:00,2,9,1.5,Nadezhda,23.310972,42.732292,Wind
2017-02-05 21:00:00,3,4,1.98,Krasno selo,23.400164,42.666508,CO
2018-01-09 05:00:00,3,1,54.27,Krasno selo,23.400164,42.666508,NO2
2016-05-08 01:00:00,6,3,0.73,Mladost,23.383271,42.655488,C6H6
2016-03-12 04:00:00,5,2,0.68,Kopitoto,23.268403,42.669797,NO
2017-10-01 03:00:00,1,8,955.97,Druzhba,23.400164,42.666508,Atmospheric pressure
2018-03-28 07:00:00,3,1,56.59,Krasno selo,23.400164,42.666508,NO2
2018-05-08 21:00:00,1,10,0.0,Druzhba,23.400164,42.666508,Sun radiation
2017-02-26 17:00:00,6,10,126.32,Mladost,23.383271,42.655488,Sun radiation
2017-05-10 21:00:00,4,9,1.45,Pavlovo,23.268403,42.669797,Wind
2017-11-15 11:00:00,3,3,6.15,Krasno selo,23.400164,42.666508,C6H6
2017-05-11 14:00:00,4,5,74.53,Pavlovo,23.268403,42.669797,O3
2018-03-25 23:00:00,5,6,5.84,Kopitoto,23.268403,42.669797,SO2
2017-09-22 20:00:00,4,11,10.7,Pavlovo,23.268403,42.669797,Temperature
2016-02-07 01:00:00,3,8,938.27,Krasno selo,23.400164,42.666508,Atmospheric pressure
2016-12-16 06:00:00,3,4,0.56,Krasno selo,23.400164,42.666508,CO
2017-02-07 00:00:00,5,0,17.1,Kopitoto,23.268403,42.669797,Particulate matter
2018-02-07 23:00:00,3,7,61.99,Krasno selo,23.400164,42.666508,Humidity
2017-02-16 12:00:00,5,1,3.98,Kopitoto,23.268403,42.669797,NO2
2017-07-21 11:00:00,5,5,75.15,Kopitoto,23.268403,42.669797,O3
2016-02-14 18:00:00,4,7,39.54,Pavlovo,23.268403,42.669797,Humidity
2018-02-05 11:00:00,5,4,0.63,Kopitoto,23.268403,42.669797,CO
2016-03-22 03:00:00,2,1,24.69,Nadezhda,23.310972,42.732292,NO2
2018-01-09 03:00:00,6,9,1.8,Mladost,23.383271,42.655488,Wind
2016-10-25 03:00:00,1,5,23.95,Druzhba,23.400164,42.666508,O3
2018-06-14 14:00:00,4,5,91.15,Pavlovo,23.268403,42.669797,O3
2016-08-24 21:00:00,6,2,4.82,Mladost,23.383271,42.655488,NO
2016-10-12 06:00:00,6,4,0.55,Mladost,23.383271,42.655488,CO
2017-02-27 10:00:00,1,11,2.86,Druzhba,23.400164,42.666508,Temperature
2017-09-26 00:00:00,6,7,72.31,Mladost,23.383271,42.655488,Humidity
2017-11-21 05:00:00,6,9,2.23,Mladost,23.383271,42.655488,Wind
2017-05-12 14:00:00,5,10,0.0,Kopitoto,23.268403,42.669797,Sun radiation
2016-08-18 21:00:00,5,0,20.89,Kopitoto,23.268403,42.669797,Particulate matter
2017-07-10 13:00:00,4,0,20.32,Pavlovo,23.268403,42.669797,Particulate matter
2017-05-09 09:00:00,5,11,0.0,Kopitoto,23.268403,42.669797,Temperature
2017-08-16 10:00:00,5,11,0.0,Kopitoto,23.268403,42.669797,Temperature
2018-03-05 04:00:00,5,9,1.28,Kopitoto,23.268403,42.669797,Wind
2016-08-23 15:00:00,3,1,9.26,Krasno selo,23.400164,42.666508,NO2
2018-04-01 06:00:00,6,7,72.69,Mladost,23.383271,42.655488,Humidity
2016-04-02 00:00:00,6,3,2.34,Mladost,23.383271,42.655488,C6H6
2016-09-02 12:00:00,2,9,0.0,Nadezhda,23.310972,42.732292,Wind
2018-04-14 13:00:00,6,11,0.0,Mladost,23.383271,42.655488,Temperature
2018-02-14 03:00:00,1,11,3.07,Druzhba,23.400164,42.666508,Temperature
2016-07-19 17:00:00,2,7,49.53,Nadezhda,23.310972,42.732292,Humidity
2017-09-13 09:00:00,1,6,4.64,Druzhba,23.400164,42.666508,SO2
2016-02-19 00:00:00,3,3,0.71,Krasno selo,23.400164,42.666508,C6H6
2018-05-16 15:00:00,4,7,25.32,Pavlovo,23.268403,42.669797,Humidity
2017-08-20 16:00:00,4,7,25.66,Pavlovo,23.268403,42.669797,Humidity
2018-01-07 13:00:00,4,6,23.75,Pavlovo,23.268403,42.669797,SO2
2016-03-21 07:00:00,1,3,3.72,Druzhba,23.400164,42.666508,C6H6
2016-05-18 10:00:00,1,1,27.65,Druzhba,23.400164,42.666508,NO2
2016-08-11 16:00:00,4,5,89.33,Pavlovo,23.268403,42.669797,O3
2016-12-02 16:00:00,3,0,55.59,Krasno selo,23.400164,42.666508,Particulate matter
2017-02-26 06:00:00,2,2,1.39,Nadezhda,23.310972,42.732292,NO
2017-10-13 02:00:00,6,4,0.46,Mladost,23.383271,42.655488,CO
2017-07-02 03:00:00,1,11,22.86,Druzhba,23.400164,42.666508,Temperature
2017-09-06 20:00:00,5,6,7.06,Kopitoto,23.268403,42.669797,SO2
2016-11-13 21:00:00,1,1,17.09,Druzhba,23.400164,42.666508,NO2
2017-10-24 18:00:00,1,2,14.55,Druzhba,23.400164,42.666508,NO
2016-08-29 00:00:00,6,4,0.19,Mladost,23.383271,42.655488,CO
2016-05-04 02:00:00,5,1,2.4,Kopitoto,23.268403,42.669797,NO2
2017-06-05 05:00:00,1,9,1.29,Druzhba,23.400164,42.666508,Wind
2017-09-24 14:00:00,4,5,76.63,Pavlovo,23.268403,42.669797,O3
2017-06-28 10:00:00,3,7,55.32,Krasno selo,23.400164,42.666508,Humidity
2017-05-11 15:00:00,3,5,67.5,Krasno selo,23.400164,42.666508,O3
2017-11-30 04:00:00,3,4,3.63,Krasno selo,23.400164,42.666508,CO
2016-10-17 12:00:00,1,7,79.01,Druzhba,23.400164,42.666508,Humidity
2017-06-18 22:00:00,4,1,8.91,Pavlovo,23.268403,42.669797,NO2
2017-11-06 01:00:00,6,2,1.47,Mladost,23.383271,42.655488,NO
2018-04-08 22:00:00,2,7,65.38,Nadezhda,23.310972,42.732292,Humidity
2018-02-03 19:00:00,6,1,9.88,Mladost,23.383271,42.655488,NO2
2017-11-05 17:00:00,4,2,11.64,Pavlovo,23.268403,42.669797,NO
2016-07-12 04:00:00,1,3,0.52,Druzhba,23.400164,42.666508,C6H6
2016-12-01 12:00:00,5,2,-0.47,Kopitoto,23.268403,42.669797,NO
2017-11-12 23:00:00,4,3,1.0,Pavlovo,23.268403,42.669797,C6H6
2018-06-04 09:00:00,3,7,55.79,Krasno selo,23.400164,42.666508,Humidity
2016-07-25 15:00:00,2,9,2.1,Nadezhda,23.310972,42.732292,Wind
2017-01-01 12:00:00,5,11,-2.74,Kopitoto,23.268403,42.669797,Temperature
2017-07-20 17:00:00,2,6,4.36,Nadezhda,23.310972,42.732292,SO2
2016-02-06 11:00:00,4,3,0.97,Pavlovo,23.268403,42.669797,C6H6
2017-05-10 08:00:00,2,1,13.5,Nadezhda,23.310972,42.732292,NO2
2018-02-09 18:00:00,2,11,8.57,Nadezhda,23.310972,42.732292,Temperature
2017-08-21 02:00:00,1,9,0.0,Druzhba,23.400164,42.666508,Wind
2016-02-27 05:00:00,6,0,13.0,Mladost,23.383271,42.655488,Particulate matter
2017-06-21 05:00:00,1,8,950.94,Druzhba,23.400164,42.666508,Atmospheric pressure
2017-12-10 21:00:00,6,6,9.36,Mladost,23.383271,42.655488,SO2
2018-05-22 14:00:00,2,9,0.0,Nadezhda,23.310972,42.732292,Wind
2017-04-01 00:00:00,5,3,0.03,Kopitoto,23.268403,42.669797,C6H6
2018-04-23 21:00:00,1,5,19.1,Druzhba,23.400164,42.666508,O3
2018-02-28 14:00:00,2,5,95.0,Nadezhda,23.310972,42.732292,O3
2016-07-17 13:00:00,1,9,0.0,Druzhba,23.400164,42.666508,Wind
2016-04-25 01:00:00,2,0,3.59,Nadezhda,23.310972,42.732292,Particulate matter
2018-01-05 12:00:00,6,10,206.49,Mladost,23.383271,42.655488,Sun radiation
2017-06-25 20:00:00,4,2,3.87,Pavlovo,23.268403,42.669797,NO
2017-02-21 12:00:00,2,11,3.64,Nadezhda,23.310972,42.732292,Temperature
2017-12-09 19:00:00,5,0,7.76,Kopitoto,23.268403,42.669797,Particulate matter
2018-05-26 17:00:00,6,10,0.0,Mladost,23.383271,42.655488,Sun radiation
2017-05-28 23:00:00,2,6,3.18,Nadezhda,23.310972,42.732292,SO2
2018-01-13 01:00:00,4,4,0.48,Pavlovo,23.268403,42.669797,CO
2017-10-01 15:00:00,2,9,0.0,Nadezhda,23.310972,42.732292,Wind
2016-02-01 19:00:00,5,2,0.55,Kopitoto,23.268403,42.669797,NO
2017-11-17 00:00:00,6,10,0.91,Mladost,23.383271,42.655488,Sun radiation
2016-03-10 03:00:00,3,0,17.3,Krasno selo,23.400164,42.666508,Particulate matter
2017-08-18 19:00:00,3,0,28.15,Krasno selo,23.400164,42.666508,Particulate matter
2017-08-10 15:00:00,3,9,0.0,Krasno selo,23.400164,42.666508,Wind
2016-05-01 20:00:00,2,1,12.89,Nadezhda,23.310972,42.732292,NO2
2017-05-22 01:00:00,2,2,1.01,Nadezhda,23.310972,42.732292,NO
2016-01-26 18:00:00,1,8,932.52,Druzhba,23.400164,42.666508,Atmospheric pressure
2017-01-19 19:00:00,4,6,5.16,Pavlovo,23.268403,42.669797,SO2
2018-05-25 05:00:00,4,9,0.0,Pavlovo,23.268403,42.669797,Wind
2017-07-28 18:00:00,3,4,0.24,Krasno selo,23.400164,42.666508,CO
2016-11-05 12:00:00,2,9,0.62,Nadezhda,23.310972,42.732292,Wind
2018-05-23 05:00:00,2,0,31.74,Nadezhda,23.310972,42.732292,Particulate matter
2017-12-07 13:00:00,1,6,18.8,Druzhba,23.400164,42.666508,SO2
2017-04-11 09:00:00,3,6,9.11,Krasno selo,23.400164,42.666508,SO2
2016-11-21 09:00:00,6,1,29.83,Mladost,23.383271,42.655488,NO2
2017-04-14 01:00:00,3,4,0.5,Krasno selo,23.400164,42.666508,CO
2016-02-10 22:00:00,5,7,72.31,Kopitoto,23.268403,42.669797,Humidity
2016-03-01 23:00:00,5,10,43.96,Kopitoto,23.268403,42.669797,Sun radiation
2017-02-09 05:00:00,2,9,1.08,Nadezhda,23.310972,42.732292,Wind
2017-10-20 07:00:00,2,0,48.5,Nadezhda,23.310972,42.732292,Particulate matter
2017-09-25 02:00:00,4,3,0.43,Pavlovo,23.268403,42.669797,C6H6
2016-10-18 12:00:00,4,9,2.46,Pavlovo,23.268403,42.669797,Wind
2016-10-05 15:00:00,3,7,60.36,Krasno selo,23.400164,42.666508,Humidity
2017-08-01 04:00:00,5,4,0.19,Kopitoto,23.268403,42.669797,CO
2017-03-14 23:00:00,2,10,1.53,Nadezhda,23.310972,42.732292,Sun radiation
2017-12-12 00:00:00,6,2,171.91,Mladost,23.383271,42.655488,NO
2018-03-28 12:00:00,6,4,0.63,Mladost,23.383271,42.655488,CO
2017-07-27 02:00:00,5,11,0.0,Kopitoto,23.268403,42.669797,Temperature
2018-05-03 18:00:00,4,5,0.47,Pavlovo,23.268403,42.669797,O3
2017-08-15 13:00:00,5,8,868.57,Kopitoto,23.268403,42.669797,Atmospheric pressure
2017-04-24 04:00:00,6,9,1.28,Mladost,23.383271,42.655488,Wind
2018-06-12 01:00:00,6,6,2.38,Mladost,23.383271,42.655488,SO2
2016-02-10 18:00:00,5,10,42.86,Kopitoto,23.268403,42.669797,Sun radiation
2018-06-07 07:00:00,4,2,11.04,Pavlovo,23.268403,42.669797,NO
2016-09-26 23:00:00,4,1,-22.37,Pavlovo,23.268403,42.669797,NO2
2018-04-16 06:00:00,6,11,10.92,Mladost,23.383271,42.655488,Temperature
2016-10-09 03:00:00,6,0,22.49,Mladost,23.383271,42.655488,Particulate matter
2018-06-02 09:00:00,5,0,20.13,Kopitoto,23.268403,42.669797,Particulate matter
2017-12-17 06:00:00,6,11,1.92,Mladost,23.383271,42.655488,Temperature
2017-08-01 07:00:00,3,10,40.76,Krasno selo,23.400164,42.666508,Sun radiation
2016-11-25 13:00:00,6,2,133.41,Mladost,23.383271,42.655488,NO
2017-05-18 01:00:00,4,1,10.22,Pavlovo,23.268403,42.669797,NO2
2016-09-30 17:00:00,1,8,926.83,Druzhba,23.400164,42.666508,Atmospheric pressure
2017-07-17 05:00:00,4,1,10.21,Pavlovo,23.268403,42.669797,NO2
2016-10-31 09:00:00,5,8,868.57,Kopitoto,23.268403,42.669797,Atmospheric pressure
2018-01-01 05:00:00,3,10,0.0,Krasno selo,23.400164,42.666508,Sun radiation
2016-02-25 10:00:00,6,3,1.91,Mladost,23.383271,42.655488,C6H6
2017-09-26 04:00:00,4,10,23.23,Pavlovo,23.268403,42.669797,Sun radiation
2016-09-04 23:00:00,4,0,38.27,Pavlovo,23.268403,42.669797,Particulate matter
2017-06-12 18:00:00,1,9,1.11,Druzhba,23.400164,42.666508,Wind
2017-10-01 05:00:00,4,6,3.39,Pavlovo,23.268403,42.669797,SO2
2017-12-08 01:00:00,4,9,0.62,Pavlovo,23.268403,42.669797,Wind
2016-10-26 04:00:00,3,5,29.49,Krasno selo,23.400164,42.666508,O3
2016-11-06 18:00:00,3,0,35.98,Krasno selo,23.400164,42.666508,Particulate matter
